Date,Tweet,Sentiment
5/16/2022,"#MCOpinion: It’s the economic data that carry tell-tale signs of China’s strict measures to have the upperhand on COVID. But that comes at a cost. Also on, #SBI, #TechMahindra, #Bandhan, #Eicher and more.

Read on 👇
https://t.co/lYWCZ0INKb

by @ravi_ananth | #COVID19",Positive
5/16/2022,"#MCInterview ⚡️ #SBI chairman Dinesh Kumar Khara speaks about how the country's largest lender perceives potential interest rate hikes by the #RBI and loan growth and asset quality going forward. 

💡 Highlights of the interview  👇
https://t.co/e3pS41G4Lh

@siddhiVnayak https://t.co/7aVUMvpIbV",Neutral
5/16/2022,"SBI chairman, Dinesh Kumar Khara on corporate loan growth ⏬

Read the full interview:-
https://t.co/e3pS41p1Jh

by @siddhivnayak | @TheOfficialSBI #DineshKumarKhara #SBI https://t.co/mFas4JylAH",Positive
5/16/2022,"Rising interest rates to positively impact net interest margin: SBI chairman.

Read more:-
https://t.co/eygOIPxN22

by @siddhivnayak | @TheOfficialSBI #DineshKumarKhara #SBI https://t.co/vV0CKvXcTT",Positive
5/16/2022,"Here's what SBI Chairman, Dinesh Kumar Khara had to say on inflation, in an interview with @siddhiVnayak.

Catch the full interview only on Moneycontrol 👇
https://t.co/eygOIPxN22

#SBI #Inflation @TheOfficialSBI https://t.co/LAwYgjbmMP",Positive
5/16/2022,"#MarketsWithMC | SBI share price fell in early trade after the company reported its March quarter earnings on May 13.

Here is what brokerages have to say about the stock and company after earnings 👇
https://t.co/MuGm58Yfke

#SBI #Earnings #Stocks #StockMarket #Markets",Positive
5/16/2022,"#MarketsWithMC: Opening Bell 🔔 Indices open higher; D-Mart, SBI, BoB, Eicher Motors in focus.

LIVE: https://t.co/ZHqUFTKt3l | #StockMarket #Stocks #StocksToWatch #Nifty #Sensex https://t.co/kAZReNVju7",Positive
5/16/2022,"#SantoAndCJ ⚡️ What to do with Ambuja Cements post Adani acquisition? 🤔Other stocks catching Santo &amp; CJ’s attention are HUL, DMart, SBI &amp; Eicher 
#MarketsWithMC #StockMarket @sant0nair @Chiranjivi_25 https://t.co/EmoSsjdog5",Positive
5/16/2022,"#MCInterview ⚡️ #SBI chairman Dinesh Kumar Khara speaks about how the country's largest lender perceives potential interest rate hikes by the #RBI and loan growth and asset quality going forward. 

Full interview by @siddhiVnayak 👇
https://t.co/eygOIPfDNU

#Inflation #Economy",Positive
5/16/2022,"Coming Up On #SantoAndCJ ⚡️

What to do with Ambuja Cements post Adani acquisition? 🤔

Other stocks catching Santo &amp; CJ’s attention are HUL, DMart, SBI &amp; Eicher. 👀

Tune in at 9AM 🔗 https://t.co/MiCL8SjLf0

#MarketsWithMC #StockMarket @sant0nair @Chiranjivi_25 https://t.co/I74MMO6IQh",Positive
5/13/2022,"#MCTopStoryRecap ⚡️ Missed tracking news today? 🤔

Fret not, we’ve got you covered! 😌

Check out the top stories this evening! 🔥

#TwitterTakeover #Twitter #ElonMusk #Tesla #TechMahindra #SBI #Eicher #Earnings #Revenue https://t.co/Nm1HWpHRrp",Positive
5/13/2022,"#SBI is planning to ramp up its co-lending business, said Chairman Dinesh Khara today.

We bring you the details here 👇
https://t.co/8szZxE6PW8

By @siddhiVnayak | @TheOfficialSBI #DineshKhara",Neutral
5/13/2022,"State Bank of India reported a 41% year-on-year rise in net profit at Rs 9,113.5 crore for Q4FY22, which was below Street's estimate of Rs 9,927.6 crore. 

Read more ⤵️
https://t.co/bjbhKekPMq

#SBI #StateBankOfIndia #Results #NetProfit #Revenue",Positive
5/13/2022,"#SBI today reported a 41% YoY rise in net profit of Rs 9,113.5 crore for the quarter ended March, which was below Street's estimate of Rs 9,927.6 crore.

Read at ⏬
https://t.co/bjbhKekPMq

@TheOfficialSBI #Q4Earnings #Results #EarningsWithMC",Neutral
5/13/2022,"#EarningsWithMC | State Bank of India is likely to report a strong performance for the quarter ended March 2022, when it will declare its results on May 11. 

Here's what experts expect 👇
https://t.co/wiI0f6RmaR

By Gaurav Sharma | #SBI #Profit #StockMarket #Trading",Positive
5/13/2022,"#MarketsWithMC: Opening Bell 🔔 Nifty opens above 15,900, Sensex gains 500 pts; SBI, Tata Motors, L&amp;T in focus.

LIVE: https://t.co/1xVt5CSeq0 | #StockMarket #Stocks #StocksToWatch #Nifty #Sensex https://t.co/AJHvBjcruH",Positive
5/13/2022,"#MorningTrade at 8:30AM 🔥

✅ Stock spotlight on SBI, Tech M, Avenue Super, Escorts &amp; Eicher.

✅ All your queries answered by @LKPSECURITIES' @RupakDe1.

✅ How does a weak Rupee impact you? We analyse with @aparnaviyer02.

Tune in with  @RaoKarunya 🔗 https://t.co/6On7HduMKZ https://t.co/XIaSa7DJV6",Negative
5/7/2022,"State Bank of India has initiated a recruitment drive to hire talent for 35 posts under the specialist cadre officer (SCO) category. 

Check all details ⏬
https://t.co/emGHdVGi26

#SBI #JobAlert",Neutral
5/3/2022,"SBI Cards said in a regulatory filing on May 3 that its CFO Nalin Negi has resigned from the post. His last working day with the company will be July 31, 2022.

Read more 👇
https://t.co/iURL55enmQ

#SBICards #NalinNegi #SBICardsCFO",Positive
5/3/2022,"#AkshayaTritiya2022 | Vijay Sales, SBI Cards, Amazon, &amp; PhonePe are among a raft of companies offering attractive offers including discounts, cashback, &amp; flexible payment options, among others.

Ravi Hari tells us more about these deals 👇
https://t.co/Glj2JOeLZp

#AkshayTritiya",Positive
5/3/2022,"#AkshayaTritiya2022 | Vijay Sales, SBI Cards, Amazon, &amp; PhonePe are among a raft of companies offering attractive offers including discounts, cashback, &amp; flexible payment options, among others.

Ravi Hari tells us more about these deals 👇
https://t.co/WeJpdd1mxk

#AkshayTritiya",Positive
4/28/2022,"#EarningsWithMC | SBI Life Insurance is expected to report 10-30% YoY decline in its PAT, when it will declare its results for the quarter and year ended March 2022.

Here's what experts have to say 👇
https://t.co/eNQzepirSi

@SBILife #Earnings #Insurance #SBILife #SBI",Negative
4/26/2022,"Markets With #SantoAndCJ | The #market is holding steady despite weak global cues. CJ (@Chiranjivi_25) gives you the update on the market action. #Stocks on Santo’s (@sant0nair) watch list: #BajajAuto, #AdaniEnt, #AdaniPower, #HindZinc, #SBI.  https://t.co/hpLpX1rgrY",Negative
4/26/2022,"Stocks on #Santo’s watch list: Bajaj Auto, Adani Ent, Adani Power, Hind Zinc, SBI 👀

Watch LIVE today at 3PM only on Moneycontrol Livestream 🔴 https://t.co/8tO6zNseeq https://t.co/vVsfPqx1Dj",Positive
4/25/2022,"Tata Consultancy Services announced the expansion of its strategic partnership with SBI Card to revamp its digital experience and further expand its e-card issuance. 

Read more ⬇️
https://t.co/8uXJOLJR6d

@TCS @SBICard_Connect @TheOfficialSBI #Ecard #TCS #SBICards",Positive
4/22/2022,"Hindalco, Adani Ports, SBI Cards, ICICI Lombard, Sterlite Tech are trending today. ⚡️

#Santo gets you the insight. Watch LIVE today at 3 PM only on Moneycontrol Livestream 🔴 https://t.co/MZqy092aeg

#MarketsWithMC #StocksToWatch https://t.co/y3m6dy1hSs",Positive
4/20/2022,"SBI increased its MCLR by 10 basis points across tenures, effective April 15. Peers like @AxisBank, @KotakBankLtd &amp; @bankofbaroda  have also upped their MCLRs recently.

What is MCLR &amp; how is it going to affect you? Siddhi Nayak answers here 👇
https://t.co/RliDSn998U 

#Banking",Positive
4/19/2022,"State Bank of India has raised its MCLR by 10 basis points across all tenures, a move that will lead to an increase in EMIs for borrowers. 

Read more ⏬
https://t.co/8eV7RxPa6d

@TheOfficialSBI #MCLR #EMI #SBI",Positive
4/18/2022,"SBI raised 3-year funds worth $500 million through a syndicated loan facility, the money was raised through the IFSC Gift City branch.

Read more 👇
https://t.co/t2RToW9zZE

by @PushpitaPikuDey | @TheOfficialSBI #Loan #Money #Bank #SBI #Finance",Positive
4/18/2022,"State Bank of India has increased its marginal cost of funds-based lending rate by 10 basis points across tenors, effective April 15.

Read more at:
https://t.co/wXSwQL6I3D

#SBI #Banking @TheOfficialSBI",Positive
4/13/2022,"#MCPersonalFinance: The SC has directed @TheOfficialSBI MF to hold back the next tranche of payments to investors of Franklin Templeton MF for the time being.

Know why👇
https://t.co/fBMdcjyo8S

By @jashkriplani | #Investing #FranklinTempleton @kayezad",Neutral
4/13/2022,"SBI Chairman Dinesh Khara today said the bank may post over 10% credit growth in FY22 and that the credit offtake is likely going to be higher next year.

Read at 👇
https://t.co/tnpD014YW8

@TheOfficialSBI #CreditGrowth #Inflation",Positive
4/8/2022,"Sumaira Abidi analyses the mutual fund flows data for March with DP Singh, Chief Business Officer at SBI MF
Watch Now 👇
https://t.co/qHgmuUntS3

#mutualfunds  @dpsingh61 @SumairaAbidi",Neutral
4/6/2022,"India's #antitrust body is investigating the trustee units of State Bank of India, Axis Bank and IDBI Bank for suspected collusion on fees, triggering a #lawsuit by a group representing them.

Read about it 👇
https://t.co/rBNKC5GMWB

#CCI #AxisBank #IDBIBank #SBI",Neutral
4/6/2022,"#MarketsWithMC: Opening Bell 🔔 Indices open firm, Nifty around 18,100; Yes Bank, SBI  Indices open gap-down amid weak global cues; Tata Motors, Adani group stocks in focus.

LIVE: https://t.co/gY4ls0VGoP | #StockMarket #Stocks #StocksToWatch #Nifty #Sensex https://t.co/SGbJOgpXNx",Negative
4/5/2022,"SBI’s Group Chief Economic Advisor Soumya Kanti Ghosh believes India's stance of neutrality in #RussiaUkraineWar could actually be beneficial to it. 

In an interview with Asha Menon, Ghosh explains more on this, read here ⬇️
https://t.co/t30YePGhlj 

#Ukraine #RussianWarCrimes",Positive
4/5/2022,"#MarketsWithMC: SBI Cards and Payments Services Ltd recorded a series of block deals today with around 29.4 million shares or 3% stake in the company changing hands in two bunched trades.

Read more at 👇
https://t.co/dZ0ImrUg12

#SBICards #Stocks #StockMarket #StocksToWatch",Positive
4/5/2022,"#MarketsWithMC: Opening Bell 🔔 Indices open firm, Nifty around 18,100; Yes Bank, SBI Cards, Zomato, TCS in focus.

LIVE: https://t.co/dMCN6ZQYvX | #StockMarket #Stocks #StocksToWatch #Nifty #Sensex https://t.co/EeoocQeODm",Negative
4/4/2022,"Private equity firm Carlyle Group will sell its entire stake in SBI Cards &amp; Payments Services Ltd for as much as Rs 2,558 crore via block deal, according to deal terms seen by Moneycontrol. 

Read the full story ⬇️
https://t.co/vbhe1L45Uv 

#SBICards #CarlyleGroup #SBI",Positive
4/4/2022,"The advantage of the merger was that the cost of borrowing for #HDFC Ltd will come down, said former SBI chairman Rajnish Kumar.

Read more at 👇
https://t.co/9zJ2HWEb8G

#HDFCBank #HDFC #HDFCMerger @HDFC_Bank @rkumar1958",Positive
4/1/2022,"#SBI alone has signed at least eight co-lending agreements in the past six months, followed by @UnionBankTweets with three such pacts.

Read the details 👇
https://t.co/yDnmPNrGpo

By @PiyushS_07 | #BankOfBaroda #Banking @TheOfficialSBI",Negative
3/29/2022,"#MarketsWithMC: Opening Bell 🔔 Indices open higher amid positive global cues; SBI Life, Tata Power, Aurobindo Pharma in focus.  

LIVE: https://t.co/CAsakZ176f | #StockMarket #Stocks #StocksToWatch #Nifty #Sensex https://t.co/UIQ94OWxs8",Positive
3/28/2022,"SBI Life insurance has launched a block deal wherein Canada Pension Fund will sell its 0.56% stake in the company at a price band of Rs 1,039 - Rs 1077 apiece.

Read more at ⏬
https://t.co/4VoudCVy8T

#SBILifeInsurance #CanadaPensionFund @SBILife",Positive
3/28/2022,"#MCProOpinion: SBI has emerged stronger from the pandemic, having considerably slashed its bad loan load. It’s now fighting fit to take advantage of the recovery.

Read more at 👇
https://t.co/R17dKzPGwO

✍️ @aparnaviyer02 | #SBI #COVID19Pandemic #Investors @TheOfficialSBI",Positive
3/25/2022,"#MCPersonalFinance: Distributor commissions that were kept aside after the six schemes of #FranklinTempleton Mutual Fund were wound-up in April 2020, have been transferred to #SBI Mutual Fund to add to unitholders’ kitty.

Details here 👇
https://t.co/ssa4J0WABD

@jashkriplani ✍️",Neutral
3/22/2022,"Post-pandemic, one in every three health insurance policies sold was to a woman, a study conducted by SBI shows. 

Let's take a look at some other major trends in the insurance industry that has emerged. Read here ⤵️
https://t.co/g0PUt0kN26 

#HealthInsurance #Insurance #COVID",Negative
3/22/2022,"Fire breaks out at #SBI's zonal office in Jharkhand's #Ranchi.

Several documents and other items burnt in the incident. https://t.co/1sc3hIjLQG",Negative
3/16/2022,"India should use political stability at home &amp; the #RussiaUkraineWar as an opportunity to reach #trade agreements with countries like #Russia that could bypass the dollar, says Soumya Kanti Ghosh.

Read more 👇
https://t.co/1tEkMduiu8

By Pushpita Dey | #SBI #TheIndianEconomy",Positive
3/14/2022,"@DanishKhan80 @TheOfficialSBI When asked Khara if Khara thinks more PSBs need to be privatised, given the limited headroom of the government, here's what he said 👇

https://t.co/3W5uWjTL2j

#SBI #Privatisation #Banks #PSB | @DanishKhan80 https://t.co/4NuIXkSCgD",Positive
3/14/2022,"#ICYMI: SBI Chairman Dinesh Kumar Khara spoke to @DanishKhan80 about the sidelines, #SBI's presence in the UK, security concerns wrt internet and mobile banking, bad banks &amp; more.

Read on:
https://t.co/3W5uWjTL2j

@TheOfficialSBI #Banks #Banking #UK #London",Negative
3/12/2022,"Some customers of @TheOfficialSBI, today complained about outages on the bank's internet banking channels and its apps.

Read here 👇
https://t.co/XmeLqxiqeA

By Pushpita Dey | #SBI #InternetBanking",Negative
3/12/2022,"SBI Chairman Dinesh Kumar Khara spoke to 
@DanishKhan80 about the sidelines, #SBI's presence in the UK, security concerns wrt internet and mobile banking, bad banks &amp; more.

Read on:
https://t.co/3W5uWjTL2j

@TheOfficialSBI #Banks #Banking #UK #London",Negative
3/11/2022,"#MarketsWeekly ⚡️“Can buy SBI, HDFC and ICICI Bank post correction,” says Chandan Taparia, VP-Equity Derivatives &amp; Technicals, MOFSL.

Catch us live at https://t.co/EYCBs7HhJu 

@RaoKarunya #StocksToWatch #StockMarket #Stocks #Markets @tapariachandan https://t.co/la4chIe7BC",Positive
3/9/2022,"Ashwani Bhatia, who is the managing director of @TheOfficialSBI has been appointed as a @SEBI_India for a period of three years.

Read more 👇
https://t.co/Qy22cvv4zv

#SBI #SEBI #WholeTimeMember",Positive
3/8/2022,"Nitin Chugh would be responsible for driving the growth of customer acquisition through digital channels, along with defining and implementing digital strategies. 

Read the full story ⬇️
https://t.co/LPeGkX0kMv 

#SBI #Nitinchugh #DeputyMD",Positive
3/5/2022,"Arundhati Bhattacharya, the first woman to chair the @TheOfficialSBI, and currently the Chairperson and #CEO of Salesforce India, spoke to us about her journey as a leader and a woman.

Read here👇
https://t.co/ORSflx62mM

By Chintan Girish Modi | #Gender #WomenLeaders #WomensDay",Positive
3/1/2022,"#MCPersonalFinance: SBI Mutual Fund’s NFO of its multicap fund, which was open between Feb 14 &amp; 28, has collected over Rs 7,500 crore of investor flows, according to sources.

@jashkriplani brings us the details ⬇️
https://t.co/A3UWtFo4pX

#MutualFunds #NFO #SBI @SBIMF",Neutral
2/22/2022,"#MarketsWithMC: Given the positive signals from high-frequency economic indicators, SBI Securities has identified a few stocks from four themes that can generate healthy returns over a 12-month horizon.

Check it out ⬇️
https://t.co/uiYIxrunRG

#Stocks #StockMarket #StocksToWatch",Positive
2/21/2022,"Swapan Ghosh, COO, SBI Payment, talks about its innovative merchant app YONO which allows merchants to accept transactions directly from their cell phones. Join us in empowering small merchants | Team Cashless India- @mastercardindia &amp; News18 Network Initiative. [Partnered] https://t.co/EbSG7GysIl",Positive
